species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
California hazelnut,Corylus cornuta californica,California hazelnut,Plantae,53368
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
California poppy,Eschscholzia californica,California poppy,Plantae,48225
California poppy,Eschscholzia californica,California poppy,Plantae,48225
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
bull thistle,Cirsium vulgare,Bull Thistle,Plantae,52989
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646
Fremont's Deathcamas,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
milk thistle,Silybum marianum,milk thistle,Plantae,52586
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
Conium maculatum,Conium maculatum,poison hemlock,Plantae,52998
French broom,Genista monspessulana,French broom,Plantae,53403
sticky snakeroot,Ageratina adenophora,Crofton Weed,Plantae,64114
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Spotted medick,Medicago arabica,Spotted medick,Plantae,61012
Rauer Schneckenklee,Medicago polymorpha,bur clover,Plantae,53151
Spitz-Wegerich,Plantago lanceolata,ribwort plantain,Plantae,53178
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
great brome,Bromus diandrus,ripgut brome,Plantae,52702
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
musk stork's-bill,Erodium moschatum,musk stork's-bill,Plantae,57092
common soft brome,Bromus hordeaceus,common soft brome,Plantae,52703
wall barley,Hordeum murinum,wall barley,Plantae,52796
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Fumaria bianca,Fumaria capreolata,white ramping-fumitory,Plantae,57852
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
milkmaids,Cardamine californica,milkmaids,Plantae,49651
wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
Greek Anemone,Anemonoides blanda,Greek Anemone,Plantae,950617
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
California buckeye,Aesculus californica,California buckeye,Plantae,53348
snakewort,Conocephalum salebrosum,Snakewort,Plantae,61323
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
beaked hazelnut,Corylus cornuta,beaked hazelnut,Plantae,53374
milkmaids,Cardamine californica,milkmaids,Plantae,49651
California bay,Umbellularia californica,California bay,Plantae,48807
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Hooker's fairybells,Prosartes hookeri,Hooker's fairybells,Plantae,51071
French broom,Genista monspessulana,French broom,Plantae,53403
Subterranean Clover,Trifolium subterraneum,Subterranean Clover,Plantae,60201
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Kleines Immergrün,Vinca minor,lesser periwinkle,Plantae,55844
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
field marigold,Calendula arvensis,field marigold,Plantae,59260
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
field marigold,Calendula arvensis,field marigold,Plantae,59260
Italienskt darrgräs,Briza maxima,Greater Quaking Grass,Plantae,57157
feverfew,Tanacetum parthenium,feverfew,Plantae,54520
Pride of Madeira,Echium candicans,Pride of Madeira,Plantae,57723
Douglas iris,Iris douglasiana,Douglas iris,Plantae,50854
Prostrate Capeweed,Arctotheca prostrata,Prostrate Capeweed,Plantae,75549
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Santa Barbara daisy,Erigeron karvinskianus,Mexican Fleabane,Plantae,76923
Chinese quince,Chaenomeles speciosa,Chinese quince,Plantae,160369
woodland madia,Anisocarpus madioides,woodland madia,Plantae,53137
Fremont's Deathcamas,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
modesty,Whipplea modesta,modesty,Plantae,61509
thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Baldhip Rose,Rosa gymnocarpa,Baldhip Rose,Plantae,53441
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Dove's-foot crane's-bill,Geranium molle,Dove's-foot crane's-bill,Plantae,53076
California mugwort,Artemisia douglasiana,California mugwort,Plantae,52854
Fernald's iris,Iris fernaldii,Fernald's iris,Plantae,77504
Douglas iris,Iris douglasiana,Douglas iris,Plantae,50854
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
Narrow-leaved clover,Trifolium angustifolium,Narrow-leaved clover,Plantae,69939
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Purple Sanicle,Sanicula bipinnatifida,Purple Sanicle,Plantae,56840
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Trébol blanco,Trifolium repens,white clover,Plantae,55745
Capeweed,Arctotheca calendula,Capeweed,Plantae,56024
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
California bay,Umbellularia californica,California bay,Plantae,48807
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
California buttercup,Ranunculus californicus,California buttercup,Plantae,52173
Narrow-leaved clover,Trifolium angustifolium,Narrow-leaved clover,Plantae,69939
false Solomon's seal,Maianthemum racemosum,Solomon's plume,Plantae,51062
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Western Star Flower,Lysimachia latifolia,Western Starflower,Plantae,496537
Western Rattlesnake Plantain,Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719
Dwarf Brodiaea,Brodiaea terrestris,Dwarf Brodiaea,Plantae,57128
white horehound,Marrubium vulgare,White Horehound,Plantae,54605
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
eggleaf spurge,Euphorbia oblongata,eggleaf spurge,Plantae,77117
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
great mullein,Verbascum thapsus,great mullein,Plantae,59029
Salsify,Tragopogon porrifolius,purple salsify,Plantae,54141
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
wild and domestic radishes,Raphanus raphanistrum sativus,garden radish,Plantae,995125
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
reddish tufted vetch,Vicia benghalensis,reddish tufted vetch,Plantae,53333
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
catchweed bedstraw,Galium aparine,catchweed bedstraw,Plantae,53059
Prostrate Capeweed,Arctotheca prostrata,Prostrate Capeweed,Plantae,75549
Dwarf Checkermallow,Sidalcea malviflora,checkerbloom,Plantae,48795
eggleaf spurge,Euphorbia oblongata,eggleaf spurge,Plantae,77117
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
milk thistle,Silybum marianum,milk thistle,Plantae,52586
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Rose campion,Silene coronaria,Rose campion,Plantae,485191
feverfew,Tanacetum parthenium,feverfew,Plantae,54520
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Sky Lupine,Lupinus nanus,Sky Lupine,Plantae,50612
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Prettyface,Triteleia ixioides,Prettyface,Plantae,52153
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
western columbine,Aquilegia formosa,western columbine,Plantae,48244
Fingerborgsblomma,Digitalis purpurea,purple foxglove,Plantae,53983
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
Wedge leaf horkelia,Horkelia cuneata,Wedge leaf horkelia,Plantae,57244
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Miniature Lupine,Lupinus bicolor,Miniature Lupine,Plantae,50614
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
purple foxglove,Digitalis purpurea,purple foxglove,Plantae,53983
Rose campion,Silene coronaria,Rose campion,Plantae,485191
Fingerborgsblomma,Digitalis purpurea,purple foxglove,Plantae,53983
giant wakerobin,Trillium chloropetalum,giant wakerobin,Plantae,50823
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Salsify,Tragopogon porrifolius,purple salsify,Plantae,54141
common daisy,Bellis perennis,Lawn daisy,Plantae,55563
scarlet monkeyflower,Erythranthe cardinalis,scarlet monkeyflower,Plantae,319974
Cut-leaved crane's-bill,Geranium dissectum,Cut-leaved crane's-bill,Plantae,53075
eggleaf spurge,Euphorbia oblongata,eggleaf spurge,Plantae,77117
Rose campion,Silene coronaria,Rose campion,Plantae,485191
bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Western Wild Ginger,Asarum caudatum,Western Wild Ginger,Plantae,52858
California buckeye,Aesculus californica,California buckeye,Plantae,53348
California bay,Umbellularia californica,California bay,Plantae,48807
harvest brodiaea,Brodiaea elegans,harvest brodiaea,Plantae,51752
wall barley,Hordeum murinum,wall barley,Plantae,52796
eggleaf spurge,Euphorbia oblongata,eggleaf spurge,Plantae,77117
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
California bay,Umbellularia californica,California bay,Plantae,48807
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
grassy tarweed,Madia gracilis,grassy tarweed,Plantae,53135
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
purple salsify,Tragopogon porrifolius,purple salsify,Plantae,54141
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Red Valerian,Centranthus ruber,Red Valerian,Plantae,57283
Salsify,Tragopogon porrifolius,purple salsify,Plantae,54141
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Gemeine Braunelle,Prunella vulgaris,common selfheal,Plantae,52764
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
California poppy,Eschscholzia californica,California poppy,Plantae,48225
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
spotted coralroot,Corallorhiza maculata,spotted coralroot,Plantae,49475
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
Armenian Blackberry,Rubus armeniacus,Armenian Blackberry,Plantae,61317
Wolliges Honiggras,Holcus lanatus,Velvetgrass,Plantae,52793
Small-flowered Catchfly,Silene gallica,Small-flowered Catchfly,Plantae,53212
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
turkey mullein,Croton setiger,turkey mullein,Plantae,154156
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
Coyote Mint,Monardella villosa,Coyote Mint,Plantae,52181
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
Buck's-horn Plantain,Plantago coronopus,Buck's-horn Plantain,Plantae,58960
Sea Thrift,Armeria maritima,Sea Thrift,Plantae,60476
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
bull thistle,Cirsium vulgare,Bull Thistle,Plantae,52989
Skunkweed,Navarretia squarrosa,Skunkweed,Plantae,53157
broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
ferns,Pteridium aquilinum,common bracken,Plantae,52681
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Field madder,Sherardia arvensis,Field madder,Plantae,47691
Hopfenklee,Medicago lupulina,Black Medick,Plantae,57056
Gemeine Braunelle,Prunella vulgaris,common selfheal,Plantae,52764
white clover,Trifolium repens,white clover,Plantae,55745
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
common daisy,Bellis perennis,Lawn daisy,Plantae,55563
greater plantain,Plantago major,greater plantain,Plantae,58961
bristly dogtail grass,Cynosurus echinatus,bristly dogtail grass,Plantae,47695
fourleaf manyseed,Polycarpon tetraphyllum,fourleaf manyseed,Plantae,58876
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
tall flatsedge,Cyperus eragrostis,tall flatsedge,Plantae,59055
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
bull thistle,Cirsium vulgare,Bull Thistle,Plantae,52989
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
